id,title,authors,year,venue,type,doi,url,research_areas,featured
2013-machine-to-machine-communication-over-tv,Machine-to-machine communication over TV white spaces for smart metering applications,ext:Luca Bedogni|angelo-trotta|marco-di-felice|luciano-bononi,2013,International Conference on Computer Communications and Networks,conference,https://doi.org/10.1109/ICCCN.2013.6614149,https://ieeexplore.ieee.org/abstract/document/6614149/,autonomous-robotic-iot,0
2013-re-establishing-connectivity,Re-establishing network connectivity in post-disaster scenarios through mobile cognitive radio networks,angelo-trotta|marco-di-felice|ext:Luca Bedogni|luciano-bononi,2013,2013 12th Annual Mediterranean Ad Hoc Networking Workshop (MED-HOC-NET),conference,https://doi.org/10.1109/MedHocNet.2013.6767405,https://ieeexplore.ieee.org/abstract/document/6767405/,iot-interoperability|autonomous-robotic-iot,0
2013-smartphones-stem-cells,Smartphones like stem cells: cooperation and evolution for emergency communication in post-disaster scenarios,marco-di-felice|ext:Luca Bedogni|angelo-trotta|luciano-bononi|ext:Fabio Panzieri|ext:Giuseppe Ruggeri|ext:Gianluca Aloi|ext:Valeria Loscrì|ext:Pasquale Pace,2013,International Black Sea Conference on Communications and Networking,conference,https://doi.org/10.1109/BlackSeaCom.2013.6623376,https://ieeexplore.ieee.org/abstract/document/6623376/,autonomous-robotic-iot,0
2013-stem-mesh-self-organizing-mobile-cogniti,STEM-mesh: Self-organizing mobile cognitive radio network for disaster recovery operations,marco-di-felice|angelo-trotta|ext:Luca Bedogni|luciano-bononi|ext:Fabio Panzieri|ext:Giuseppe Ruggeri|ext:Valeria Loscrì|ext:Pasquale Pace,2013,2013 9th International Wireless Communications and Mobile Computing Conference (IWCMC),conference,https://doi.org/10.1109/IWCMC.2013.6583626,https://ieeexplore.ieee.org/abstract/document/6583626/,autonomous-robotic-iot|context-awareness,0
2013-stem-net-an-evolutionary-architecture-fo,STEM-Net: an evolutionary architecture for highly-reconfigurable wireless networks,ext:Gianluca Aloi|marco-di-felice|ext:Enrico Natalizio|ext:Pasquale Pace|ext:Fabio Panzieri|ext:Giuseppe Ruggeri,2013,Future Network & Mobile Summit,journal,,https://ieeexplore.ieee.org/abstract/document/6633571/,iot-interoperability,0
2013-xcharm-a-routing-protocol-for-multi-chan,XCHARM: A routing protocol for multi-channel wireless mesh networks,ext:Kaushik R Chowdhury|marco-di-felice|luciano-bononi,2013,Computer communications,journal,https://doi.org/10.1016/j.comcom.2013.07.001,https://www.sciencedirect.com/science/article/pii/S0140366413001692,autonomous-robotic-iot,0
2012-by-train-or-by-car-detecting-the-user-s,By train or by car? Detecting the user's motion type through smartphone sensors data,ext:Luca Bedogni|marco-di-felice|luciano-bononi,2012,IFIP Wireless Days,journal,https://doi.org/10.1109/WD.2012.6402818,https://ieeexplore.ieee.org/abstract/document/6402818/,context-awareness,0
2012-cognitive-vehicular-networks-smart-radio,Cognitive vehicular networks: Smart radios for smart vehicles,ext:MD Felice|ext:R Doost-Mohammady|ext:KR Chowdhury|luciano-bononi,2012,IEEE Vehicular Technology Magazine,journal,,https://scholar.google.com/scholar?cluster=17649751199022740117&hl=en&oi=scholarr,autonomous-robotic-iot,0
2012-collaboration-and-coordination-in-second,Collaboration and Coordination in Secondary Networks for Opportunistic Spectrum Access,ext:Wassim Jouini|marco-di-felice|luciano-bononi|ext:Christophe Moy,2012,arXiv preprint arXiv:1204.3005,journal,,https://arxiv.org/abs/1204.3005,autonomous-robotic-iot,0
2012-distributed-computing-and-networking-13t,"Distributed Computing and Networking: 13th International Conference, ICDCN 2012, Hong Kong, China, January 3-6, 2012, Proceedings",luciano-bononi|ext:Ajoy Datta|ext:Stéphane Devismes|ext:Archan Misra,2012,,journal,,https://books.google.com/books?hl=en&lr=&id=SLWrCAAAQBAJ&oi=fnd&pg=PR3&dq=info:sff_iq8UwIYJ:scholar.google.com&ots=cHEk-JIQ3h&sig=lfV9OZXkwCZtWo58Z3BeQfsHomg,iot-interoperability,0
2012-dysco-a-dynamic-spectrum-and-contention,Dysco: a dynamic spectrum and contention controlframework for enhanced broadcast communication invehicular networks,marco-di-felice|ext:Luca Bedogni|luciano-bononi,2012,ACM International Workshop on Mobility Management and Wireless Access,conference,https://doi.org/10.1145/2386995.2387011,https://dl.acm.org/doi/abs/10.1145/2386995.2387011,autonomous-robotic-iot,0
2012-enhancing-the-performance-of-safety-appl,Enhancing the performance of safety applications in IEEE 802.11 p/WAVE Vehicular Networks,marco-di-felice|ext:Ali J Ghandour|ext:Hassan Artail|luciano-bononi,2012,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,https://doi.org/10.1109/WoWMoM.2012.6263694,https://ieeexplore.ieee.org/abstract/document/6263694/,autonomous-robotic-iot,0
2012-modeling-and-simulation-of-wave-1609-4-b,Modeling and simulation of WAVE 1609.4-based multi-channel vehicular ad hoc networks,ext:Ali J Ghandour|marco-di-felice|luciano-bononi|ext:Hassan Artail,2012,International ICST Conference on Simulation Tools and Techniques,conference,https://doi.org/10.4108/ICST.SIMUTOOLS.2012.247743,https://www.researchgate.net/profile/Ali-Ghandour/publication/256093959_Modeling_and_Simulation_of_WAVE_16094-based_Multi-channel_Vehicular_Ad_Hoc_Networks/links/580f2d5008ae7525273e4110/Modeling-and-Simulation-of-WAVE-16094-based-Multi-channel-Vehicular-Ad-Hoc-Networks.pdf,autonomous-robotic-iot,0
2012-on-the-impact-of-multi-channel-technolog,On the impact of multi-channel technology on safety-message delivery in IEEE 802.11 p/1609.4 vehicular networks,marco-di-felice|ext:Ali J Ghandour|ext:Hassan Artail|luciano-bononi,2012,International Conference on Computer Communications and Networks,conference,https://doi.org/10.1109/ICCCN.2012.6289273,https://ieeexplore.ieee.org/abstract/document/6289273/,autonomous-robotic-iot,0
2012-proceedings-of-the-1st-ieee-internationa,Proceedings of the 1st IEEE International Workshop on Emerging COgnitive Radio Applications and aLgorithms (IEEE CORAL 2012),luciano-bononi|marco-di-felice|ext:RK Chowdhury,2012,,journal,,https://cris.unibo.it/handle/11585/570238,autonomous-robotic-iot,0
2012-smart-radios-for-smart-vehicles-cognitiv,Smart radios for smart vehicles: Cognitive vehicular networks,marco-di-felice|ext:Rahman Doost-Mohammady|ext:Kaushik R Chowdhury|luciano-bononi,2012,IEEE Vehicular Technology Magazine,journal,https://doi.org/10.1109/MVT.2012.2190177,https://ieeexplore.ieee.org/abstract/document/6201362/,autonomous-robotic-iot,0
2012-special-section-on-wireless-network-beha,Special section on wireless network behaviour and design,ext:Bjorn Landfeldt|luciano-bononi,2012,Computer Communications,journal,https://doi.org/10.1016/j.comcom.2012.08.022,https://cris.unibo.it/handle/11585/132654,autonomous-robotic-iot,0
2012-tcp-crahn-a-transport-control-protocol-f,TCP CRAHN: A transport control protocol for cognitive radio ad hoc networks,ext:Kaushik R Chowdhury|marco-di-felice|ext:Ian F Akyildiz,2012,IEEE Transactions on Mobile Computing,journal,https://doi.org/10.1109/TMC.2012.59,https://ieeexplore.ieee.org/abstract/document/6165298/,autonomous-robotic-iot,0
2011-2011-ieee-international-symposium-on-a-w,"2011 IEEE International Symposium on a World of Wireless, Mobile, and Multimedia Networks WoWMoM 2011",luciano-bononi|ext:Albert Banchs,2011,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,,https://www.researchgate.net/profile/Albert-Banchs/publication/221567527_Message_from_the_workshops_chairs/links/56c0bbdd08ae44da37fc0378/Message-from-the-workshops-chairs.pdf,autonomous-robotic-iot,0
2011-adaptive-sensing-scheduling-and-spectrum,Adaptive sensing scheduling and spectrum selection in cognitive wireless mesh networks,marco-di-felice|ext:Kaushik Roy Chowdhury|ext:Andreas Kassler|luciano-bononi,2011,International Conference on Computer Communications and Networks,conference,https://doi.org/10.1109/ICCCN.2011.6006042,https://ieeexplore.ieee.org/abstract/document/6006042/,autonomous-robotic-iot,0
2011-cooperation-and-communication-in-cogniti,Cooperation and communication in cognitive radio networks based on TV spectrum experiments,ext:Kaushik Chowdhury|ext:Rahman Doost-Mohammady|ext:Waleed Meleis|marco-di-felice|luciano-bononi,2011,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,https://doi.org/10.1109/WoWMoM.2011.5986378,https://ieeexplore.ieee.org/abstract/document/5986378/,autonomous-robotic-iot,0
2011-cooperative-spectrum-management-in-cogni,Cooperative spectrum management in cognitive vehicular ad hoc networks,marco-di-felice|ext:Kaushik Roy Chowdhury|luciano-bononi,2011,IEEE Vehicular Networking Conference,conference,https://doi.org/10.1109/VNC.2011.6117123,https://ieeexplore.ieee.org/abstract/document/6117123/,autonomous-robotic-iot,0
2011-dynamic-backbone-for-fast-information-de,Dynamic backbone for fast information delivery invehicular ad hoc networks: an evaluation study,marco-di-felice|ext:Luca Bedogni|luciano-bononi,2011,"ACM International Workshop on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",conference,https://doi.org/10.1145/2069063.2069065,https://dl.acm.org/doi/abs/10.1145/2069063.2069065,autonomous-robotic-iot,0
2011-end-to-end-protocols-for-cognitive-radio,End-to-end protocols for cognitive radio ad hoc networks: An evaluation study,marco-di-felice|ext:Kaushik Roy Chowdhury|ext:Wooseong Kim|ext:Andreas Kassler|luciano-bononi,2011,Performance Evaluation,journal,https://doi.org/10.1016/j.peva.2010.11.005,https://www.sciencedirect.com/science/article/pii/S0166531610001604,autonomous-robotic-iot,0
2011-enhancing-multi-hop-communication-over-m,Enhancing multi-hop communication over multi-radio multi-channel wireless mesh networks: A cross-layer approach,luciano-bononi|marco-di-felice|ext:Antonella Molinaro|ext:Sara Pizzi,2011,Computer Communications,journal,https://doi.org/10.1016/j.comcom.2010.12.002,https://www.sciencedirect.com/science/article/pii/S014036641000486X,autonomous-robotic-iot,0
2011-learning-with-the-bandit-a-cooperative-s,Learning with the bandit: A cooperative spectrum selection scheme for cognitive radio networks,marco-di-felice|ext:Kaushik Roy Chowdhury|luciano-bononi,2011,Global Communications Conference,conference,https://doi.org/10.1109/GLOCOM.2011.6133755,https://ieeexplore.ieee.org/abstract/document/6133755/,autonomous-robotic-iot,0
2011-proceedings-of-the-14th-international-sy,"Proceedings of the 14th International Symposium on Modeling Analysis and Simulation of Wireless and Mobile Systems, MSWiM 2011, Miami, Florida, USA, October 31-November 4, 2011 ACM 2011",ext:A Helmy|ext:B Landfeldt|luciano-bononi,2011,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",conference,,https://cris.unibo.it/handle/11585/109469,autonomous-robotic-iot,0
2011-tp-urbanx-a-new-transport-protocol-for-c,TP-UrbanX-A new transport protocol for cognitive multi-radio mesh networks,ext:Wooseong Kim|ext:Mario Gerla|ext:Andreas J Kassler|marco-di-felice,2011,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,https://doi.org/10.1109/WoWMoM.2011.5986210,https://ieeexplore.ieee.org/abstract/document/5986210/,context-awareness,0
2011-urban-x-a-self-organizing-cognitive-wire,Urban-X: a self-organizing cognitive wireless mesh network for dense city environments,ext:Wooseong Kim|ext:Andreas J Kassler|marco-di-felice|ext:Mario Gerla|luciano-bononi,2011,Wired/Wireless Internet Communications,journal,https://doi.org/10.1007/978-3-642-21560-5_33,https://link.springer.com/chapter/10.1007/978-3-642-21560-5_33,autonomous-robotic-iot,0
2010-analyzing-the-potential-of-cooperative-c,Analyzing the potential of cooperative cognitive radio technology on inter-vehicle communication,marco-di-felice|ext:Kaushik Roy Chowdhury|luciano-bononi,2010,IFIP Wireless Days,journal,https://doi.org/10.1109/WD.2010.5657770,https://ieeexplore.ieee.org/abstract/document/5657770/,autonomous-robotic-iot,0
2010-cognitive-multi-radio-mesh-networks-for,Cognitive Multi-Radio Mesh Networks for the Future Wireless Internet,ext:Wooseong Kim,2010,"Proc. of the 5th GI/ITG KuVS Workshop on Future Internet, Stuttgart, June, 2010",conference,,https://cir.nii.ac.jp/crid/1572824501189749248,autonomous-robotic-iot,0
2010-cognitive-multi-radio-mesh-networks-on-i,Cognitive multi-radio mesh networks on ISM bands: a cross-layer architecture,ext:Wooseong Kim|ext:J Kassler Andreas|marco-di-felice|ext:Mario Gerla,2010,"IEEE International Performance, Computing, and Communications Conference",conference,https://doi.org/10.1109/PCCC.2010.5682337,https://ieeexplore.ieee.org/abstract/document/5682337/,autonomous-robotic-iot,0
2010-computer-performance-engineering,Computer Performance Engineering,ext:Marco Bernardo|luciano-bononi|ext:Vittorio Cortellessa,2010,Lecture Notes in Computer Science,journal,https://doi.org/10.1007/978-3-319-66583-2,https://link.springer.com/content/pdf/10.1007/978-3-642-15784-4.pdf,iot-interoperability,0
2010-computer-performance-engineering-7th-eur,"Computer Performance Engineering: 7th European Performance Engineering Workshop, EPEW 2010, Bertinoro, Italy, September 23-24, 2010, Proceedings",ext:Alessandro Aldini|ext:Marco Bernardo|luciano-bononi|ext:Vittorio Cortellessa,2010,European Performance Engineering Workshop,conference,https://doi.org/10.1007/978-3-642-15784-4,https://books.google.com/books?hl=en&lr=&id=gOlrCQAAQBAJ&oi=fnd&pg=PP2&dq=info:Z-UCwJ_ZUdEJ:scholar.google.com&ots=cEJsybeWFl&sig=6O5pesIIrSFGa5_90q_Irwjixlk,autonomous-robotic-iot,0
2010-coral-spectrum-aware-admission-policy-in,CORAL: Spectrum aware admission policy in cognitive radio mesh networks,ext:Kaushik R Chowdhury|marco-di-felice|luciano-bononi,2010,2010 IEEE Global Telecommunications Conference GLOBECOM 2010,conference,https://doi.org/10.1109/GLOCOM.2010.5683284,https://ieeexplore.ieee.org/abstract/document/5683284/,autonomous-robotic-iot,0
2010-european-performance-engineering-worksho,European Performance Engineering Workshop (EPEW 2010),ext:Alessandro Aldini|ext:Marco Bernardo|luciano-bononi|ext:Vittorio Cortellessa,2010,LECTURE NOTES IN COMPUTER SCIENCE,journal,,https://ora.uniurb.it/handle/11576/2503960,iot-interoperability,0
2010-learning-based-spectrum-selection-in-cog,Learning-based spectrum selection in cognitive radio ad hoc networks,marco-di-felice|ext:Kaushik Roy Chowdhury|ext:Cheng Wu|luciano-bononi|ext:Waleed Meleis,2010,Wired/Wireless Internet Communications,journal,https://doi.org/10.1007/978-3-642-13315-2_11,https://link.springer.com/chapter/10.1007/978-3-642-13315-2_11,autonomous-robotic-iot,0
2010-pervasive-and-mobile-computing-journal-f,Pervasive and Mobile Computing Journal: Fast Track Issue on Mobile Ad Hoc and Sensor Networks,luciano-bononi|ext:SK Das|ext:Archan Misra|ext:Chunming Qiao,2010,Pervasive and Mobile Computing,journal,,https://cris.unibo.it/handle/11585/84679,autonomous-robotic-iot,0
2010-routing-and-link-layer-protocol-design-f,Routing and link layer protocol design for sensor networks with wireless energy transfer,ext:Rahman Doost|ext:Kaushik R Chowdhury|marco-di-felice,2010,2010 IEEE Global Telecommunications Conference GLOBECOM 2010,conference,https://doi.org/10.1109/GLOCOM.2010.5683334,https://ieeexplore.ieee.org/abstract/document/5683334/,autonomous-robotic-iot,0
2010-spectrum-management-of-cognitive-radio-u,Spectrum management of cognitive radio using multi-agent reinforcement learning.,ext:Cheng Wu|ext:Kaushik R Chowdhury|marco-di-felice|ext:Waleed Meleis,2010,Adaptive Agents and Multi-Agent Systems,journal,https://doi.org/10.1145/1838194.1838199,http://www.ece.neu.edu/personal/meleis/aamas2010.pdf,autonomous-robotic-iot,0
2010-the-connection-then-credit-flow-control,The connection-then-credit flow control protocol for heterogeneous multicore systems-on-chip,ext:Nicola Concer|luciano-bononi|ext:Michael Soulié|ext:Riccardo Locatelli|ext:Luca P Carloni,2010,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,journal,https://doi.org/10.1109/TCAD.2010.2048592,https://ieeexplore.ieee.org/abstract/document/5467323/,iot-interoperability,0
2010-to-sense-or-to-transmit-a-learning-based,To sense or to transmit: A learning-based spectrum management scheme for cognitive radiomesh networks,marco-di-felice|ext:Kaushik Roy Chowdhury|ext:Waleed Meleis|luciano-bononi,2010,2010 Fifth IEEE Workshop on Wireless Mesh Networks,conference,https://doi.org/10.1109/WIMESH.2010.5507904,https://ieeexplore.ieee.org/abstract/document/5507904/,autonomous-robotic-iot,0
2010-urban-x-towards-distributed-channel-assi,Urban-X: Towards distributed channel assignment in cognitive multi-radio mesh networks,ext:Wooseong Kim|ext:Andreas J Kassler|marco-di-felice|ext:Mario Gerla,2010,IFIP Wireless Days,journal,https://doi.org/10.1109/WD.2010.5657733,https://ieeexplore.ieee.org/abstract/document/5657733/,autonomous-robotic-iot,0
2009-a-cross-layer-architecture-for-robust-vi,A cross-layer architecture for robust video streaming over multi-radio multi-channel wireless mesh networks,luciano-bononi|marco-di-felice|ext:Antonella Molinaro|ext:Sara Pizzi,2009,ACM International Workshop on Mobility Management and Wireless Access,conference,https://doi.org/10.1145/1641776.1641789,https://dl.acm.org/doi/abs/10.1145/1641776.1641789,autonomous-robotic-iot|context-awareness,0
2009-a-cross-layer-architecture-for-service-d,A cross-layer architecture for service differentiation in multi-channel multi-radio wireless mesh networks,luciano-bononi|marco-di-felice|ext:Antonella Molinaro|ext:Sara Pizzi,2009,International Symposium on Wireless Communication Systems,conference,https://doi.org/10.1109/ISWCS.2009.5285265,https://ieeexplore.ieee.org/abstract/document/5285265/,autonomous-robotic-iot,0
2009-a-crosslayer-architecture-for-effective,A cross‐layer architecture for effective channel assignment with load‐balancing in multi‐radio multi‐path wireless mesh networks,luciano-bononi|marco-di-felice|ext:Antonella Molinaro|ext:Sara Pizzi,2009,International Journal of Communication Systems,journal,https://doi.org/10.1002/dac.1022,https://onlinelibrary.wiley.com/doi/abs/10.1002/dac.1022,autonomous-robotic-iot,0
2009-a-fading-and-interference-aware-routing,A fading and interference aware routing protocol for multi-channel multi-radio wireless mesh networks,ext:Kaushik Roy Chowdhury|marco-di-felice|luciano-bononi,2009,"ACM International Workshop on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",conference,https://doi.org/10.1145/1641876.1641878,https://dl.acm.org/doi/abs/10.1145/1641876.1641878,autonomous-robotic-iot,0
2009-aequalized-a-novel-routing-algorithm-for,aEqualized: A novel routing algorithm for the Spidergon Network On Chip,ext:Nicola Concer|ext:Salvatore Iamundo|luciano-bononi,2009,"2009 Design, Automation & Test in Europe Conference & Exhibition",conference,https://doi.org/10.5555/1874620.1874806,https://ieeexplore.ieee.org/abstract/document/5090764/,autonomous-robotic-iot,0
2009-ctc-an-end-to-end-flow-control-protocol,Ctc: An end-to-end flow control protocol for multi-core systems-on-chip,ext:Nicola Concer|luciano-bononi|ext:Michael Soulié|ext:Riccardo Locatelli|ext:Luca P Carloni,2009,2009 3rd ACM/IEEE International Symposium on Networks-on-Chip,conference,https://doi.org/10.1109/NOCS.2009.5071467,https://ieeexplore.ieee.org/abstract/document/5071467/,autonomous-robotic-iot,0
2009-dba-mac-dynamic-backbone-assisted-medium,DBA-MAC: dynamic backbone-assisted medium access control protocol for efficient broadcast in VANETs,luciano-bononi|marco-di-felice|ext:Sara Pizzi,2009,Journal of Interconnection Networks,journal,https://doi.org/10.1142/S0219265909002601,https://www.worldscientific.com/doi/abs/10.1142/S0219265909002601,autonomous-robotic-iot,0
2009-joint-channel-assignment-and-multi-path,Joint channel assignment and multi-path routing for multi-radio wireless mesh networks,luciano-bononi|marco-di-felice|ext:Antonella Molinaro|ext:Sara Pizzi,2009,2009 29th IEEE International Conference on Distributed Computing Systems Workshops,conference,https://doi.org/10.1109/ICDCSW.2009.42,https://ieeexplore.ieee.org/abstract/document/5158900/,autonomous-robotic-iot,0
2009-modeling-and-performance-evaluation-of-t,Modeling and performance evaluation of transmission control protocol over cognitive radio ad hoc networks,marco-di-felice|ext:Kaushik Roy Chowdhury|luciano-bononi,2009,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",conference,https://doi.org/10.1145/1641804.1641809,https://dl.acm.org/doi/abs/10.1145/1641804.1641809,autonomous-robotic-iot,0
2009-real-time-traffic-in-ad-hoc-sensor-netwo,Real-time traffic in ad-hoc sensor networks,luciano-bononi|ext:Lorenzo Donatiello|ext:Marco Furini,2009,IEEE International Conference on Communications,conference,https://doi.org/10.1109/ICC.2009.5199394,https://ieeexplore.ieee.org/abstract/document/5199394/,autonomous-robotic-iot,0
2009-search-a-routing-protocol-for-mobile-cog,Search: A routing protocol for mobile cognitive radio ad-hoc networks,ext:Kaushik R Chowdhury|marco-di-felice,2009,Computer Communications,journal,https://doi.org/10.1016/j.comcom.2009.06.011,https://www.sciencedirect.com/science/article/pii/S0140366409001510,autonomous-robotic-iot,0
2009-sofia-smart-objects-for-intelligent-appl,SOFIA-Smart Objects for Intelligent Applications,ext:P Liuha|ext:Paolo Bellavista|luciano-bononi|ext:Alessandra Costanzo|ext:Luigi Di Stefano|ext:Elisabetta Farella|ext:Tullio Salmon Cinotti,2009,,journal,,https://cris.unibo.it/handle/11585/75335,iot-interoperability,0
2009-special-issue-on-performance-evaluation,"Special Issue on “Performance Evaluation of Wireless Ad Hoc, Sensor and Ubiquitous Networks”",luciano-bononi,2009,Performance Evaluation,journal,https://doi.org/10.1016/j.peva.2009.09.005,https://www.academia.edu/download/79938402/j.peva.2009.09.00520220130-21293-qy4tzn.pdf,context-awareness,0
2009-tp-crahn-a-transport-protocol-for-cognit,TP-CRAHN: A transport protocol for cognitive radio ad-hoc networks,ext:Kaushik R Chowdhury|marco-di-felice|ext:Ian F Akyildiz,2009,IEEE INFOCOM 2009,journal,https://doi.org/10.1109/INFCOM.2009.5062176,https://ieeexplore.ieee.org/abstract/document/5062176/,autonomous-robotic-iot|context-awareness,0
2008-computer-communications-journal-special,Computer Communications Journal: Special issue: Mobility Management and Wireless Access,luciano-bononi|ext:Albert Y Zomaya,2008,Computer Communications,journal,,https://cris.unibo.it/handle/11585/81536,context-awareness,0
2008-cross-layered-mac-and-multipath-routing,Cross-layered mac and multipath routing protocols in multi-hop wireless mobile networks,luciano-bononi|marco-di-felice,2008,Journal of Interconnection Networks,journal,https://doi.org/10.1142/S0219265908002230,https://www.worldscientific.com/doi/abs/10.1142/S0219265908002230,autonomous-robotic-iot,0
2008-future-channel-reservation-medium-access,Future channel reservation medium access control (FCR-MAC) protocol for multi-radio multi-channel wireless mesh networks,marco-di-felice|ext:Guomei Zhu|luciano-bononi,2008,"ACM International Workshop on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",conference,https://doi.org/10.1145/1454609.1454625,https://dl.acm.org/doi/abs/10.1145/1454609.1454625,autonomous-robotic-iot,0
2008-moves-a-framework-for-parallel-and-distr,MoVES: A framework for parallel and distributed simulation of wireless vehicular ad hoc networks,luciano-bononi|marco-di-felice|ext:Gabriele D’Angelo|ext:Michele Bracuto|ext:Lorenzo Donatiello,2008,Computer Networks,journal,https://doi.org/10.1016/j.comnet.2007.09.015,https://www.sciencedirect.com/science/article/pii/S1389128607002745,autonomous-robotic-iot|context-awareness,0
2008-resources-and-mobility-management-in-wir,Resources and mobility management in wireless networks,luciano-bononi|ext:Sotiris Nikoletseas,2008,Wireless Communications and Mobile Computing,journal,https://doi.org/10.1002/wcm.576,https://cris.unibo.it/handle/11585/81535,context-awareness,0
2007-a-cross-layered-mac-and-clustering-schem,A cross layered mac and clustering scheme for efficient broadcast in vanets,luciano-bononi|marco-di-felice,2007,2007 IEEE Internatonal Conference on Mobile Adhoc and Sensor Systems,conference,https://doi.org/10.1109/MOBHOC.2007.4428735,https://ieeexplore.ieee.org/abstract/document/4428735/,autonomous-robotic-iot,0
2007-ad-hoc-wireless-sensor-networking-challe,Ad hoc wireless sensor networking: Challenges and issues,ext:D Blasi|ext:V Cacace|ext:L Casone|ext:M Rizzello|ext:S Rotolo|luciano-bononi,2007,,journal,,https://cris.unibo.it/handle/11585/46167,autonomous-robotic-iot,0
2007-intrusion-detection-for-secure-clusterin,Intrusion detection for secure clustering and routing in mobile multi-hop wireless networks,luciano-bononi|ext:Carlo Tacconi,2007,International journal of information security,journal,https://doi.org/10.1007/s10207-007-0035-9,https://link.springer.com/article/10.1007/s10207-007-0035-9,autonomous-robotic-iot,0
2007-noc-topologies-exploration-based-on-mapp,NoC topologies exploration based on mapping and simulation models,luciano-bononi|ext:Nicola Concer|ext:Miltos Grammatikakis|ext:Marcello Coppola|ext:Riccardo Locatelli,2007,Euromicro Symposium on Digital Systems Design,conference,https://doi.org/10.1109/DSD.2007.4341521,https://ieeexplore.ieee.org/abstract/document/4341521/,autonomous-robotic-iot,0
2007-parallel-and-distributed-simulation-of-w,Parallel and Distributed Simulation of Wireless Mobile and Sensor Networks,luciano-bononi|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2007,,journal,,https://cris.unibo.it/handle/11585/27641,autonomous-robotic-iot,0
2006-a-wireless-intrusion-detection-system-fo,A wireless intrusion detection system for secure clustering and routing in ad hoc networks,luciano-bononi|ext:Carlo Tacconi,2006,Information Security Conference,conference,https://doi.org/10.1007/11836810_29,https://link.springer.com/chapter/10.1007/11836810_29,autonomous-robotic-iot,0
2006-an-adaptive-load-balancing-middleware-fo,An adaptive load balancing middleware for distributed simulation,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D’Angelo|ext:Lorenzo Donatiello,2006,ISPA Workshops,conference,https://doi.org/10.1007/11942634_89,https://link.springer.com/chapter/10.1007/11942634_89,autonomous-robotic-iot,0
2006-design-and-performance-evaluation-of-cro,Design and performance evaluation of cross layered MAC and clustering solutions for wireless ad hoc networks,luciano-bononi|marco-di-felice|ext:Lorenzo Donatiello|ext:Danilo Blasi|ext:Vincenzo Cacace|ext:Luca Casone|ext:Salvatore Rotolo,2006,Performance Evaluation,journal,https://doi.org/10.1016/j.peva.2006.05.007,https://www.sciencedirect.com/science/article/pii/S016653160600040X,autonomous-robotic-iot,0
2006-design-modeling-and-performance-evaluati,"Design, Modeling and Performance Evaluation of Network on Chip (NoC) Architectures (edizione 2006)",luciano-bononi|ext:M Coppola,2006,,journal,,https://cris.unibo.it/handle/11585/44500,iot-interoperability,0
2006-exploring-the-effects-of-hyper-threading,Exploring the effects of hyper-threading on parallel simulation,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2006,2006 Tenth IEEE International Symposium on Distributed Simulation and Real-Time Applications,conference,https://doi.org/10.1109/DS-RT.2006.18,https://ieeexplore.ieee.org/abstract/document/4020811/,autonomous-robotic-iot,0
2006-nadir-progettazione-e-analisi-di-protoco,NADIR: Progettazione e analisi di protocolli e algoritmi distribuiti e cross-layered per Reti Wireless Mesh multi-hop,ext:L Lenzini|luciano-bononi,2006,,journal,,https://cris.unibo.it/handle/11585/44520,autonomous-robotic-iot,0
2006-parallel-and-distributed-simulation-of-w,Parallel and distributed simulation of wireless vehicular ad hoc networks,luciano-bononi|marco-di-felice|ext:Marco Bertini|ext:Emidio Croci,2006,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",conference,https://doi.org/10.1145/1164717.1164725,https://dl.acm.org/doi/abs/10.1145/1164717.1164725,autonomous-robotic-iot|context-awareness,0
2006-performance-analysis-of-cross-layered-mu,Performance analysis of cross-layered multipath routing and mac layer solutions for multi-hop ad hoc networks,luciano-bononi|marco-di-felice,2006,ACM International Workshop on Mobility Management and Wireless Access,conference,https://doi.org/10.1145/1164783.1164819,https://dl.acm.org/doi/abs/10.1145/1164783.1164819,context-awareness,0
2006-proximity-detection-in-distributed-simul,Proximity detection in distributed simulation of wireless mobile systems,luciano-bononi|ext:Michele Bracuto|ext:Gabriele D'Angelo|ext:Lorenzo Donatiello,2006,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",conference,https://doi.org/10.1145/1164717.1164727,https://dl.acm.org/doi/abs/10.1145/1164717.1164727,autonomous-robotic-iot,0
